make_wall, id=0, a_x=8.580608367919922, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=4.430607795715332, b_y=-6.28886079788208, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=1, a_x=8.580608367919922, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=14.830608367919922, b_y=-4.138860702514648, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=2, a_x=4.430607795715332, a_y=-6.28886079788208, a_z=-1.5314079523086548, b_x=5.180607795715332, b_y=-5.53886079788208, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=3, a_x=5.180607795715332, a_y=-5.53886079788208, a_z=-1.5314079523086548, b_x=-4.1693925857543945, b_y=2.161139488220215, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=4, a_x=14.830608367919922, a_y=-4.138860702514648, a_z=-1.5314079523086548, b_x=-0.31939220428466797, b_y=8.561139106750488, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=5, a_x=-1.6193923950195312, a_y=-1.0888605117797852, a_z=-1.5314079523086548, b_x=-4.1693925857543945, b_y=2.161139488220215, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=6, a_x=-1.6193923950195312, a_y=-1.0888605117797852, a_z=-1.5314079523086548, b_x=-1.069392204284668, b_y=0.6111392974853516, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=7, a_x=-1.069392204284668, a_y=0.6111392974853516, a_z=-1.5314079523086548, b_x=-4.1693925857543945, b_y=2.1111392974853516, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=8, a_x=-4.1693925857543945, a_y=2.161139488220215, a_z=-1.5314079523086548, b_x=-1.069392204284668, b_y=4.561139106750488, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=9, a_x=-1.069392204284668, a_y=4.561139106750488, a_z=-1.5314079523086548, b_x=-8.369392395019531, b_y=11.461138725280762, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=10, a_x=-8.369392395019531, a_y=11.461138725280762, a_z=-1.5314079523086548, b_x=-4.569392204284668, b_y=15.111138343811035, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=11, a_x=-1.9193925857543945, a_y=12.211138725280762, a_z=-1.5314079523086548, b_x=-4.569392204284668, b_y=15.111138343811035, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=12, a_x=-1.9193925857543945, a_y=12.211138725280762, a_z=-1.5314079523086548, b_x=1.5306072235107422, b_y=15.711138725280762, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=13, a_x=5.530607223510742, a_y=13.211138725280762, a_z=-1.5314079523086548, b_x=1.5306072235107422, b_y=15.711138725280762, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=14, a_x=5.530607223510742, a_y=13.211138725280762, a_z=-1.5314079523086548, b_x=7.830608367919922, b_y=15.461138725280762, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=15, a_x=7.830608367919922, a_y=15.461138725280762, a_z=-1.5314079523086548, b_x=1.5306072235107422, b_y=19.86113739013672, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_door, id=1000, wall0_id=7, wall1_id=7, position_x=-2.1693925857543945, position_y=0.8611392974853516, position_z=-0.5314079523086548, width=1.16, height=1.92
make_door, id=1001, wall0_id=12, wall1_id=12, position_x=-1.2193922996520996, position_y=11.961138725280762, position_z=-0.5314079523086548, width=1.0, height=1.92
make_door, id=1002, wall0_id=11, wall1_id=11, position_x=-1.9193925857543945, position_y=12.011139869689941, position_z=-0.5314079523086548, width=1.0, height=1.92
make_door, id=1003, wall0_id=9, wall1_id=9, position_x=-2.4193925857543945, position_y=5.611139297485352, position_z=-0.5314079523086548, width=1.0, height=1.9600000000000002
make_window, id=2000, wall0_id=3, wall1_id=3, position_x=2.780607223510742, position_y=-4.188860893249512, position_z=0.16859197616577148, width=4.4799999999999995, height=2.08
make_window, id=2001, wall0_id=3, wall1_id=3, position_x=-0.6193923950195312, position_y=-1.0388612747192383, position_z=0.8685919046401978, width=1.04, height=1.92
make_window, id=2002, wall0_id=3, wall1_id=3, position_x=-0.6193923950195312, position_y=-0.9388608932495117, position_z=0.8685919046401978, width=1.04, height=1.92
make_window, id=2003, wall0_id=6, wall1_id=6, position_x=-1.1693925857543945, position_y=0.11113929748535156, position_z=0.918592095375061, width=1.0, height=1.8399999999999999
make_window, id=2004, wall0_id=4, wall1_id=4, position_x=2.7306079864501953, position_y=10.661139488220215, position_z=0.9685920476913452, width=1.0, height=2.32
make_window, id=2005, wall0_id=3, wall1_id=3, position_x=-0.41939258575439453, position_y=-2.1388607025146484, position_z=0.9685920476913452, width=1.04, height=1.92
make_window, id=2006, wall0_id=0, wall1_id=0, position_x=5.380607604980469, position_y=-8.238861083984375, position_z=1.0685919523239136, width=1.2000000000000002, height=1.2800000000000002
make_bbox, id=3000, class=chair, position_x=8.880607604980469, position_y=-8.538861274719238, position_z=-0.9314079880714417, angle_z=-0.74613, scale_x=0.78125, scale_y=0.75, scale_z=1.15625
make_bbox, id=3001, class=sofa, position_x=10.130607604980469, position_y=-7.78886079788208, position_z=-1.0814080238342285, angle_z=-2.31693, scale_x=2.03125, scale_y=0.96875, scale_z=0.875
make_bbox, id=3002, class=bed, position_x=6.430607795715332, position_y=-6.988861083984375, position_z=-1.3814079761505127, angle_z=-0.74613, scale_x=1.5, scale_y=2.0, scale_z=0.25
make_bbox, id=3003, class=pillow, position_x=9.230607986450195, position_y=-6.588860988616943, position_z=-1.4314079284667969, angle_z=-0.74613, scale_x=1.1875, scale_y=0.5, scale_z=0.1875
make_bbox, id=3004, class=pillow, position_x=8.830608367919922, position_y=-6.188860893249512, position_z=-1.4314079284667969, angle_z=-0.74613, scale_x=0.46875, scale_y=0.5, scale_z=0.125
make_bbox, id=3005, class=chair, position_x=11.580608367919922, position_y=-6.138860702514648, position_z=-1.2814080715179443, angle_z=-2.31693, scale_x=0.53125, scale_y=0.53125, scale_z=0.40625
make_bbox, id=3006, class=chair, position_x=11.930606842041016, position_y=-5.738861083984375, position_z=-1.2814080715179443, angle_z=-2.31693, scale_x=0.53125, scale_y=0.53125, scale_z=0.40625
make_bbox, id=3007, class=chair, position_x=12.030607223510742, position_y=-4.938860893249512, position_z=-1.2814080715179443, angle_z=-2.31693, scale_x=0.53125, scale_y=0.53125, scale_z=0.40625
make_bbox, id=3008, class=chair, position_x=12.480607986450195, position_y=-4.838860988616943, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.9375
make_bbox, id=3009, class=chair, position_x=12.480607986450195, position_y=-4.28886079788208, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.9375
make_bbox, id=3010, class=bed, position_x=4.430607795715332, position_y=-4.188860893249512, position_z=-1.3814079761505127, angle_z=-0.74613, scale_x=1.5, scale_y=2.0, scale_z=0.25
make_bbox, id=3011, class=chair, position_x=12.480607986450195, position_y=-4.088860988616943, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3012, class=chair, position_x=12.380607604980469, position_y=-3.78886079788208, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3013, class=lamp, position_x=3.680607795715332, position_y=-3.3888607025146484, position_z=-1.3814079761505127, angle_z=-0.74613, scale_x=0.625, scale_y=0.1875, scale_z=0.21875
make_bbox, id=3014, class=chair, position_x=11.180606842041016, position_y=-3.3388609886169434, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3015, class=chair, position_x=11.180606842041016, position_y=-3.238861083984375, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3016, class=chair, position_x=10.980607986450195, position_y=-3.1388607025146484, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3017, class=chair, position_x=10.930606842041016, position_y=-3.03886079788208, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3018, class=picture_frame, position_x=1.430607795715332, position_y=-2.8888607025146484, position_z=-0.8314080238342285, angle_z=-0.74613, scale_x=0.5, scale_y=0.03125, scale_z=0.5
make_bbox, id=3019, class=chair, position_x=1.430607795715332, position_y=-2.53886079788208, position_z=-1.1814079284667969, angle_z=-0.74613, scale_x=0.40625, scale_y=0.65625, scale_z=0.65625
make_bbox, id=3020, class=fan, position_x=3.5806074142456055, position_y=-2.4388608932495117, position_z=-1.3314080238342285, angle_z=-2.31693, scale_x=1.6875, scale_y=1.6875, scale_z=0.375
make_bbox, id=3021, class=chair, position_x=11.230607986450195, position_y=-2.3388609886169434, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3022, class=chair, position_x=11.180606842041016, position_y=-2.28886079788208, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3023, class=chair, position_x=11.130607604980469, position_y=-1.78886079788208, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3024, class=fan, position_x=3.030607223510742, position_y=-1.238861083984375, position_z=-1.3314080238342285, angle_z=-2.31693, scale_x=1.6875, scale_y=1.6875, scale_z=0.375
make_bbox, id=3025, class=bed, position_x=-0.16939258575439453, position_y=-0.7888612747192383, position_z=-0.7814080119132996, angle_z=-0.74613, scale_x=2.375, scale_y=0.125, scale_z=1.40625
make_bbox, id=3026, class=chair, position_x=-0.9193925857543945, position_y=-0.38886070251464844, position_z=-1.0814080238342285, angle_z=-0.74613, scale_x=0.5, scale_y=0.5625, scale_z=0.84375
make_bbox, id=3027, class=floor_mat, position_x=2.3806076049804688, position_y=-0.33886051177978516, position_z=-1.4814079999923706, angle_z=-0.74613, scale_x=1.53125, scale_y=0.90625, scale_z=0.03125
make_bbox, id=3028, class=lamp, position_x=-1.519392490386963, position_y=-0.18886089324951172, position_z=-1.2814080715179443, angle_z=-2.31693, scale_x=0.21875, scale_y=0.21875, scale_z=0.46875
make_bbox, id=3029, class=lamp, position_x=-1.069392204284668, position_y=0.261138916015625, position_z=-0.7814080119132996, angle_z=-2.31693, scale_x=0.375, scale_y=0.375, scale_z=1.46875
make_bbox, id=3030, class=lamp, position_x=-1.8693923950195312, position_y=0.261138916015625, position_z=-0.7814080119132996, angle_z=-2.31693, scale_x=0.375, scale_y=0.375, scale_z=1.46875
make_bbox, id=3031, class=picture_frame, position_x=-2.1193923950195312, position_y=0.3111391067504883, position_z=1.668592095375061, angle_z=-0.74613, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3032, class=picture_frame, position_x=-2.069392204284668, position_y=0.8111391067504883, position_z=1.6185919046401978, angle_z=-0.74613, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3033, class=picture_frame, position_x=-1.6193923950195312, position_y=0.8111391067504883, position_z=-0.2314079999923706, angle_z=-0.74613, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3034, class=picture_frame, position_x=-1.8693923950195312, position_y=0.8611392974853516, position_z=2.4185919761657715, angle_z=-0.74613, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3035, class=picture_frame, position_x=-1.8693923950195312, position_y=0.8611392974853516, position_z=2.1685919761657715, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3036, class=picture_frame, position_x=-1.8693923950195312, position_y=0.8611392974853516, position_z=2.1685919761657715, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3037, class=picture_frame, position_x=-1.9693922996520996, position_y=0.9111394882202148, position_z=1.4685920476913452, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3038, class=picture_frame, position_x=-1.9693922996520996, position_y=0.9111394882202148, position_z=-0.4314080476760864, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3039, class=picture_frame, position_x=-2.019392490386963, position_y=0.9611387252807617, position_z=2.1685919761657715, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3040, class=picture_frame, position_x=-2.019392490386963, position_y=0.9611387252807617, position_z=2.1685919761657715, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3041, class=picture_frame, position_x=-2.019392490386963, position_y=1.011138916015625, position_z=2.1685919761657715, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3042, class=picture_frame, position_x=-2.069392204284668, position_y=1.011138916015625, position_z=2.2185921669006348, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3043, class=picture_frame, position_x=-2.1193923950195312, position_y=1.011138916015625, position_z=0.7685920000076294, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3044, class=picture_frame, position_x=-2.1693925857543945, position_y=1.0611391067504883, position_z=-0.4314080476760864, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3045, class=picture_frame, position_x=-2.1693925857543945, position_y=1.0611391067504883, position_z=-0.4314080476760864, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3046, class=picture_frame, position_x=-2.1693925857543945, position_y=1.0611391067504883, position_z=2.4685916900634766, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3047, class=picture_frame, position_x=-2.2193922996520996, position_y=1.0611391067504883, position_z=2.118591785430908, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3048, class=picture_frame, position_x=-2.2193922996520996, position_y=1.0611391067504883, position_z=2.1685919761657715, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3049, class=picture_frame, position_x=-2.269392490386963, position_y=1.0611391067504883, position_z=-1.0814080238342285, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3050, class=picture_frame, position_x=-2.319392204284668, position_y=1.0611391067504883, position_z=0.7685920000076294, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3051, class=picture_frame, position_x=-2.3693923950195312, position_y=1.0611391067504883, position_z=-0.4314080476760864, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3052, class=picture_frame, position_x=-2.319392204284668, position_y=1.0611391067504883, position_z=2.51859188079834, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3053, class=picture_frame, position_x=-2.3693923950195312, position_y=1.0611391067504883, position_z=-1.0814080238342285, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3054, class=picture_frame, position_x=-2.4193925857543945, position_y=1.0611391067504883, position_z=-1.0814080238342285, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3055, class=picture_frame, position_x=-2.3693923950195312, position_y=1.0611391067504883, position_z=0.7685920000076294, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3056, class=picture_frame, position_x=-2.4193925857543945, position_y=1.0611391067504883, position_z=1.3185919523239136, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3057, class=picture_frame, position_x=-2.4693922996520996, position_y=1.0611391067504883, position_z=-1.0814080238342285, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3058, class=picture_frame, position_x=-2.4693922996520996, position_y=1.0611391067504883, position_z=1.2685920000076294, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3059, class=picture_frame, position_x=-2.569392204284668, position_y=1.1111392974853516, position_z=-1.0814080238342285, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3060, class=picture_frame, position_x=-2.519392490386963, position_y=1.1111392974853516, position_z=-1.0814080238342285, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3061, class=picture_frame, position_x=-2.4693922996520996, position_y=1.1611394882202148, position_z=1.2685920000076294, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3062, class=picture_frame, position_x=-3.319392204284668, position_y=1.1611394882202148, position_z=1.2685920000076294, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3063, class=picture_frame, position_x=-3.4193925857543945, position_y=1.2111387252807617, position_z=-0.4314080476760864, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3064, class=picture_frame, position_x=-3.519392490386963, position_y=1.261138916015625, position_z=2.1685919761657715, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3065, class=picture_frame, position_x=-4.2193922996521, position_y=1.3111391067504883, position_z=-0.4314080476760864, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3066, class=picture_frame, position_x=-4.2193922996521, position_y=1.3611392974853516, position_z=2.1685919761657715, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3067, class=picture_frame, position_x=-4.2193922996521, position_y=1.4111394882202148, position_z=2.1685919761657715, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3068, class=picture_frame, position_x=-4.2193922996521, position_y=1.4611387252807617, position_z=1.2685920000076294, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3069, class=picture_frame, position_x=-4.269392490386963, position_y=1.4611387252807617, position_z=-0.8814079761505127, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3070, class=picture_frame, position_x=-4.269392490386963, position_y=1.511138916015625, position_z=-0.4314080476760864, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3071, class=picture_frame, position_x=-4.269392490386963, position_y=1.511138916015625, position_z=-0.4314080476760864, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3072, class=picture_frame, position_x=-4.269392490386963, position_y=1.5611391067504883, position_z=2.1685919761657715, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3073, class=picture_frame, position_x=-4.269392490386963, position_y=1.5611391067504883, position_z=1.8185919523239136, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3074, class=picture_frame, position_x=-4.269392490386963, position_y=1.6111392974853516, position_z=-0.8314080238342285, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3075, class=picture_frame, position_x=-4.269392490386963, position_y=1.6611394882202148, position_z=0.8685919046401978, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3076, class=picture_frame, position_x=-4.1693925857543945, position_y=1.7111387252807617, position_z=-1.0814080238342285, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3077, class=picture_frame, position_x=-4.1693925857543945, position_y=1.7111387252807617, position_z=-0.4314080476760864, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
