make_wall, id=0, a_x=1.5565614700317383, a_y=-10.010808944702148, a_z=-1.5028531551361084, b_x=6.606561660766602, b_y=-7.16080904006958, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=1, a_x=1.5565614700317383, a_y=-10.010808944702148, a_z=-1.5028531551361084, b_x=-3.7934389114379883, b_y=-1.8108091354370117, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=2, a_x=6.606561660766602, a_y=-7.16080904006958, a_z=-1.5028531551361084, b_x=5.006561279296875, b_y=-4.510808944702148, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=3, a_x=8.206562042236328, a_y=-6.210808753967285, a_z=-1.5028531551361084, b_x=10.956562042236328, b_y=-4.210808753967285, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=4, a_x=8.206562042236328, a_y=-6.210808753967285, a_z=-1.5028531551361084, b_x=5.106561660766602, b_y=-2.7608089447021484, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=5, a_x=1.006561279296875, a_y=-5.260808944702148, a_z=-1.5028531551361084, b_x=5.056561470031738, b_y=-2.710808753967285, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=6, a_x=1.006561279296875, a_y=-5.260808944702148, a_z=-1.5028531551361084, b_x=-2.7934389114379883, b_y=-0.010808944702148438, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=7, a_x=10.956562042236328, a_y=-4.210808753967285, a_z=-1.5028531551361084, b_x=9.106561660766602, b_y=-0.9108085632324219, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=8, a_x=5.006561279296875, a_y=-4.510808944702148, a_z=-1.5028531551361084, b_x=5.106561660766602, b_y=-2.7608089447021484, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=9, a_x=5.056561470031738, a_y=-2.710808753967285, a_z=-1.5028531551361084, b_x=5.056561470031738, b_y=-2.710808753967285, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=10, a_x=-3.7934389114379883, a_y=-1.8108091354370117, a_z=-1.5028531551361084, b_x=-0.2934389114379883, b_y=0.9391908645629883, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=11, a_x=-0.2934389114379883, a_y=0.9391908645629883, a_z=-1.5028531551361084, b_x=0.8065614700317383, b_y=2.339191436767578, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=12, a_x=-1.9434385299682617, a_y=1.389190673828125, a_z=-1.5028531551361084, b_x=1.7065610885620117, b_y=4.089191436767578, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=13, a_x=-1.9434385299682617, a_y=1.389190673828125, a_z=-1.5028531551361084, b_x=-4.593438625335693, b_y=5.289191246032715, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=14, a_x=0.8065614700317383, a_y=2.339191436767578, a_z=-1.5028531551361084, b_x=0.756561279296875, b_y=4.089191436767578, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=15, a_x=-6.993438720703125, a_y=3.539191246032715, a_z=-1.5028531551361084, b_x=-4.593438625335693, b_y=5.289191246032715, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=16, a_x=-6.993438720703125, a_y=3.539191246032715, a_z=-1.5028531551361084, b_x=-8.993438720703125, b_y=6.489191055297852, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=17, a_x=-8.993438720703125, a_y=6.489191055297852, a_z=-1.2528531551361084, b_x=-4.443438529968262, b_y=10.189191818237305, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_wall, id=18, a_x=-4.593438625335693, a_y=5.289191246032715, a_z=-1.5028531551361084, b_x=-4.443438529968262, b_y=10.189191818237305, b_z=-1.5028531551361084, height=3.9600000000000004, thickness=0.0
make_door, id=1000, wall0_id=1, wall1_id=1, position_x=-3.3434386253356934, position_y=-4.460808753967285, position_z=-0.5528531074523926, width=1.4800000000000002, height=1.9600000000000002
make_door, id=1001, wall0_id=1, wall1_id=1, position_x=-0.14343833923339844, position_y=-9.210808753967285, position_z=-0.5528531074523926, width=1.4800000000000002, height=2.0
make_door, id=1002, wall0_id=1, wall1_id=1, position_x=-2.4434385299682617, position_y=-4.91080904006958, position_z=-0.5028531551361084, width=1.52, height=2.04
make_window, id=2000, wall0_id=13, wall1_id=13, position_x=-3.6434388160705566, position_y=5.389190673828125, position_z=-0.5028531551361084, width=1.1199999999999999, height=1.8
make_window, id=2001, wall0_id=12, wall1_id=12, position_x=4.006561279296875, position_y=6.589191436767578, position_z=-0.35285305976867676, width=1.4000000000000001, height=2.08
make_window, id=2002, wall0_id=4, wall1_id=4, position_x=8.056560516357422, position_y=-5.760808944702148, position_z=-0.10285305976867676, width=1.04, height=2.5600000000000005
make_window, id=2003, wall0_id=1, wall1_id=1, position_x=-3.0934386253356934, position_y=-3.5108089447021484, position_z=0.39714694023132324, width=1.04, height=2.7600000000000002
make_window, id=2004, wall0_id=12, wall1_id=12, position_x=5.756561279296875, position_y=4.339191436767578, position_z=0.6471469402313232, width=1.56, height=1.7600000000000002
make_window, id=2005, wall0_id=12, wall1_id=12, position_x=5.706561088562012, position_y=4.389190673828125, position_z=0.6971468925476074, width=1.4800000000000002, height=1.8399999999999999
make_window, id=2006, wall0_id=1, wall1_id=1, position_x=-4.243438720703125, position_y=-2.16080904006958, position_z=0.7471468448638916, width=1.0, height=2.2399999999999998
make_window, id=2007, wall0_id=17, wall1_id=17, position_x=-5.293438911437988, position_y=9.139190673828125, position_z=0.8471469879150391, width=1.04, height=2.8000000000000003
make_window, id=2008, wall0_id=3, wall1_id=3, position_x=8.806560516357422, position_y=-5.210808753967285, position_z=0.9471468925476074, width=1.04, height=2.16
make_window, id=2009, wall0_id=16, wall1_id=16, position_x=-8.393438339233398, position_y=5.739191055297852, position_z=1.097146987915039, width=1.08, height=2.7600000000000002
make_window, id=2010, wall0_id=10, wall1_id=10, position_x=-1.2934389114379883, position_y=0.4391908645629883, position_z=1.2971467971801758, width=4.84, height=1.2400000000000002
make_bbox, id=3000, class=cabinet, position_x=2.006561279296875, position_y=-9.460808753967285, position_z=-0.5528531074523926, angle_z=-2.572185, scale_x=1.0, scale_y=0.5625, scale_z=2.0
make_bbox, id=3001, class=picture_frame, position_x=2.8565616607666016, position_y=-9.210808753967285, position_z=1.7471470832824707, angle_z=-2.572185, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3002, class=picture_frame, position_x=2.506561279296875, position_y=-9.160808563232422, position_z=2.047146797180176, angle_z=-2.572185, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3003, class=picture_frame, position_x=2.7065610885620117, position_y=-9.110809326171875, position_z=1.9971470832824707, angle_z=-2.572185, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3004, class=picture_frame, position_x=2.5565614700317383, position_y=-9.110809326171875, position_z=1.597146987915039, angle_z=-2.572185, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3005, class=picture_frame, position_x=2.7065610885620117, position_y=-9.060809135437012, position_z=-0.5528531074523926, angle_z=-2.572185, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3006, class=picture_frame, position_x=2.506561279296875, position_y=-9.010808944702148, position_z=1.9471468925476074, angle_z=-2.572185, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3007, class=picture_frame, position_x=2.6565608978271484, position_y=-9.010808944702148, position_z=2.047146797180176, angle_z=-2.572185, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3008, class=picture_frame, position_x=3.1565608978271484, position_y=-8.910808563232422, position_z=1.9971470832824707, angle_z=-2.572185, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3009, class=picture_frame, position_x=3.1065616607666016, position_y=-8.860809326171875, position_z=0.7471468448638916, angle_z=-2.572185, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3010, class=picture_frame, position_x=3.1065616607666016, position_y=-8.760808944702148, position_z=2.047146797180176, angle_z=-2.572185, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
