make_wall, id=0, a_x=0.7289485931396484, a_y=-6.263859748840332, a_z=-1.4927159547805786, b_x=-4.571051597595215, b_y=-4.013859748840332, b_z=-1.4927159547805786, height=3.9200000000000004, thickness=0.0
make_wall, id=1, a_x=0.7289485931396484, a_y=-6.263859748840332, a_z=-1.4927159547805786, b_x=3.5789480209350586, b_y=1.4361400604248047, b_z=-1.4927159547805786, height=3.9200000000000004, thickness=0.0
make_wall, id=2, a_x=-4.571051597595215, a_y=-4.013859748840332, a_z=-1.4927159547805786, b_x=-3.1710519790649414, b_y=-0.763859748840332, b_z=-1.4927159547805786, height=3.9200000000000004, thickness=0.0
make_wall, id=3, a_x=-4.52105188369751, a_y=-3.9138598442077637, a_z=-1.4927159547805786, b_x=-8.121051788330078, b_y=-2.4138598442077637, b_z=-1.4927159547805786, height=3.9200000000000004, thickness=0.0
make_wall, id=4, a_x=-4.52105188369751, a_y=-3.9138598442077637, a_z=-1.4927159547805786, b_x=-2.821051597595215, b_y=0.23614025115966797, b_z=-1.4927159547805786, height=3.9200000000000004, thickness=0.0
make_wall, id=5, a_x=-8.121051788330078, a_y=-2.4138598442077637, a_z=-1.4927159547805786, b_x=-6.871051788330078, b_y=1.3361396789550781, b_z=-1.4927159547805786, height=3.9200000000000004, thickness=0.0
make_wall, id=6, a_x=-1.5710515975952148, a_y=-1.4138598442077637, a_z=-1.4927159547805786, b_x=-3.1710519790649414, b_y=-0.763859748840332, b_z=-1.4927159547805786, height=3.9200000000000004, thickness=0.0
make_wall, id=7, a_x=-1.5710515975952148, a_y=-1.4138598442077637, a_z=-1.4927159547805786, b_x=0.9789485931396484, b_y=4.386139869689941, b_z=-1.4927159547805786, height=3.9200000000000004, thickness=0.0
make_wall, id=8, a_x=-3.1710519790649414, a_y=-0.763859748840332, a_z=-1.4927159547805786, b_x=-1.3710517883300781, b_y=1.5861396789550781, b_z=-1.4927159547805786, height=3.9200000000000004, thickness=0.0
make_wall, id=9, a_x=3.5789480209350586, a_y=1.4361400604248047, a_z=-1.4927159547805786, b_x=-1.3710517883300781, b_y=3.1861400604248047, b_z=-1.4927159547805786, height=3.9200000000000004, thickness=0.0
make_door, id=1000, wall0_id=8, wall1_id=8, position_x=-1.6210517883300781, position_y=1.2861404418945312, position_z=-0.4927159547805786, width=1.1199999999999999, height=1.92
make_door, id=1001, wall0_id=7, wall1_id=7, position_x=-0.8710517883300781, position_y=1.3361396789550781, position_z=-0.4927159547805786, width=1.0, height=1.9600000000000002
make_door, id=1002, wall0_id=9, wall1_id=9, position_x=1.4289484024047852, position_y=1.5861396789550781, position_z=-0.4927159547805786, width=1.0, height=2.0
make_window, id=2000, wall0_id=0, wall1_id=0, position_x=-3.5210518836975098, position_y=-4.463860034942627, position_z=0.15728402137756348, width=1.0, height=3.0
make_window, id=2001, wall0_id=1, wall1_id=1, position_x=1.5789480209350586, position_y=-4.563859939575195, position_z=0.4572840929031372, width=2.44, height=2.92
make_window, id=2002, wall0_id=3, wall1_id=3, position_x=-7.52105188369751, position_y=-2.8638601303100586, position_z=0.7572840452194214, width=1.0, height=2.92
make_window, id=2003, wall0_id=0, wall1_id=0, position_x=-2.371051788330078, position_y=-4.763859748840332, position_z=0.9072839021682739, width=1.32, height=2.4000000000000004
make_window, id=2004, wall0_id=7, wall1_id=7, position_x=0.12894821166992188, position_y=-2.0638599395751953, position_z=1.7572840452194214, width=3.4000000000000004, height=1.2000000000000002
make_bbox, id=3000, class=picture_frame, position_x=0.17894840240478516, position_y=-5.913859844207764, position_z=1.5072840452194214, angle_z=-0.37306499999999954, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3001, class=cabinet, position_x=-0.1710519790649414, position_y=-5.563859939575195, position_z=-0.3427159786224365, angle_z=-0.37306499999999954, scale_x=2.15625, scale_y=0.59375, scale_z=2.25
make_bbox, id=3002, class=picture_frame, position_x=-0.8210515975952148, position_y=-5.463860034942627, position_z=1.7072840929031372, angle_z=-0.37306499999999954, scale_x=0.59375, scale_y=0.03125, scale_z=0.40625
make_bbox, id=3003, class=lamp, position_x=0.9289484024047852, position_y=-5.363860130310059, position_z=-0.7427160143852234, angle_z=-1.9438649999999997, scale_x=0.375, scale_y=0.375, scale_z=1.46875
make_bbox, id=3004, class=chair, position_x=0.2789478302001953, position_y=-5.113860130310059, position_z=-1.2427160739898682, angle_z=-1.9438649999999997, scale_x=0.90625, scale_y=0.90625, scale_z=0.4375
make_bbox, id=3005, class=pillow, position_x=-0.4710516929626465, position_y=-4.913859844207764, position_z=-1.2427160739898682, angle_z=-1.9438649999999997, scale_x=0.53125, scale_y=0.15625, scale_z=0.5
make_bbox, id=3006, class=lamp, position_x=-0.3710517883300781, position_y=-4.363860130310059, position_z=-1.3427159786224365, angle_z=-1.9438649999999997, scale_x=0.625, scale_y=0.1875, scale_z=0.28125
make_bbox, id=3007, class=pillow, position_x=-3.2710518836975098, position_y=-3.8138599395751953, position_z=-1.3927159309387207, angle_z=-1.9438649999999997, scale_x=1.1875, scale_y=0.5, scale_z=0.1875
make_bbox, id=3008, class=chair, position_x=-4.121051788330078, position_y=-3.713860034942627, position_z=-0.9427160024642944, angle_z=-0.37306499999999954, scale_x=0.46875, scale_y=0.46875, scale_z=1.03125
make_bbox, id=3009, class=picture_frame, position_x=-5.371051788330078, position_y=-3.513859748840332, position_z=1.3072839975357056, angle_z=-0.37306499999999954, scale_x=0.46875, scale_y=0.03125, scale_z=0.5625
make_bbox, id=3010, class=lamp, position_x=-3.6710519790649414, position_y=-3.463860034942627, position_z=-1.3427159786224365, angle_z=-0.37306499999999954, scale_x=0.625, scale_y=0.1875, scale_z=0.21875
make_bbox, id=3011, class=picture_frame, position_x=-5.77105188369751, position_y=-3.1638598442077637, position_z=1.9572840929031372, angle_z=-0.37306499999999954, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3012, class=flower_pot, position_x=-4.171051979064941, position_y=-3.1138601303100586, position_z=-1.3927159309387207, angle_z=-1.9438649999999997, scale_x=0.21875, scale_y=0.21875, scale_z=0.1875
make_bbox, id=3013, class=lamp, position_x=-4.7210516929626465, position_y=-3.1138601303100586, position_z=-1.2927160263061523, angle_z=-1.9438649999999997, scale_x=0.1875, scale_y=0.1875, scale_z=0.34375
make_bbox, id=3014, class=picture_frame, position_x=-6.371051788330078, position_y=-2.963860034942627, position_z=1.0572839975357056, angle_z=-0.37306499999999954, scale_x=1.53125, scale_y=0.0, scale_z=1.53125
make_bbox, id=3015, class=picture_frame, position_x=-7.27105188369751, position_y=-2.6638598442077637, position_z=2.1572837829589844, angle_z=-0.37306499999999954, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
