make_wall, id=0, a_x=8.380607604980469, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=4.630607604980469, b_y=-6.78886079788208, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=1, a_x=8.380607604980469, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=12.680606842041016, b_y=-5.238861083984375, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=2, a_x=4.630607604980469, a_y=-6.78886079788208, a_z=-1.5314079523086548, b_x=6.0806074142456055, b_y=-5.738861083984375, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=3, a_x=6.0806074142456055, a_y=-5.738861083984375, a_z=-1.5314079523086548, b_x=-3.319392204284668, b_y=1.9611387252807617, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=4, a_x=12.680606842041016, a_y=-5.238861083984375, a_z=-1.5314079523086548, b_x=4.8306074142456055, b_y=2.661139488220215, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=5, a_x=1.5806074142456055, a_y=-1.5888605117797852, a_z=-1.5314079523086548, b_x=4.8306074142456055, b_y=2.661139488220215, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=6, a_x=1.5806074142456055, a_y=-1.5888605117797852, a_z=-1.5314079523086548, b_x=-3.1193923950195312, b_y=2.0611391067504883, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=7, a_x=-6.369392395019531, a_y=0.761138916015625, a_z=-1.5314079523086548, b_x=-8.369392395019531, b_y=2.511138916015625, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=8, a_x=-6.369392395019531, a_y=0.761138916015625, a_z=-1.5314079523086548, b_x=-3.1193923950195312, b_y=2.0611391067504883, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=9, a_x=-8.369392395019531, a_y=2.511138916015625, a_z=-1.5314079523086548, b_x=-3.319392204284668, b_y=7.011139869689941, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=10, a_x=-8.369392395019531, a_y=2.511138916015625, a_z=-1.5314079523086548, b_x=-2.6193923950195312, b_y=7.211138725280762, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=11, a_x=3.4806079864501953, a_y=2.8611392974853516, a_z=-1.5314079523086548, b_x=5.630607604980469, b_y=4.561139106750488, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=12, a_x=3.4806079864501953, a_y=2.8611392974853516, a_z=-1.5314079523086548, b_x=-2.6193923950195312, b_y=7.211138725280762, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=13, a_x=5.630607604980469, a_y=4.561139106750488, a_z=-1.5314079523086548, b_x=0.9806079864501953, b_y=9.461138725280762, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=14, a_x=5.630607604980469, a_y=4.561139106750488, a_z=-1.5314079523086548, b_x=1.7306079864501953, b_y=8.411139488220215, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=15, a_x=1.7306079864501953, a_y=8.411139488220215, a_z=-1.5314079523086548, b_x=5.680607795715332, b_y=10.711138725280762, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=16, a_x=-3.1693925857543945, a_y=7.211138725280762, a_z=-1.5314079523086548, b_x=-5.519392490386963, b_y=9.761139869689941, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=17, a_x=6.430607795715332, a_y=9.811139106750488, a_z=-1.5314079523086548, b_x=10.080608367919922, b_y=11.861138343811035, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=18, a_x=6.430607795715332, a_y=9.811139106750488, a_z=-1.5314079523086548, b_x=0.680607795715332, b_y=15.011139869689941, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_wall, id=19, a_x=-5.119392395019531, a_y=9.761139869689941, a_z=-1.5314079523086548, b_x=0.6306076049804688, b_y=15.011139869689941, b_z=-1.5314079523086548, height=3.9600000000000004, thickness=0.0
make_door, id=1000, wall0_id=11, wall1_id=11, position_x=5.180607795715332, position_y=3.3111391067504883, position_z=-0.5814080238342285, width=1.4800000000000002, height=1.92
make_door, id=1001, wall0_id=14, wall1_id=14, position_x=3.430607795715332, position_y=6.611138343811035, position_z=-0.5314079523086548, width=1.0, height=1.92
make_door, id=1002, wall0_id=13, wall1_id=13, position_x=5.230607986450195, position_y=7.061139106750488, position_z=-0.5314079523086548, width=1.0, height=1.92
make_door, id=1003, wall0_id=6, wall1_id=6, position_x=-2.269392490386963, position_y=1.5611391067504883, position_z=-0.4814079999923706, width=1.16, height=2.04
make_door, id=1004, wall0_id=12, wall1_id=12, position_x=2.8806076049804688, position_y=4.961138725280762, position_z=-0.4814079999923706, width=1.36, height=2.04
make_window, id=2000, wall0_id=6, wall1_id=6, position_x=1.2806072235107422, position_y=-0.738861083984375, position_z=0.918592095375061, width=2.2, height=2.2399999999999998
make_window, id=2001, wall0_id=3, wall1_id=3, position_x=3.680607795715332, position_y=-3.6388607025146484, position_z=0.918592095375061, width=4.32, height=2.04
make_window, id=2002, wall0_id=10, wall1_id=10, position_x=-6.869392395019531, position_y=3.411139488220215, position_z=0.918592095375061, width=1.4400000000000002, height=2.4000000000000004
make_window, id=2003, wall0_id=9, wall1_id=9, position_x=-3.9693922996520996, position_y=7.011139869689941, position_z=0.918592095375061, width=1.6800000000000002, height=1.92
make_window, id=2004, wall0_id=3, wall1_id=3, position_x=0.2306079864501953, position_y=-1.0888605117797852, position_z=0.918592095375061, width=4.12, height=2.44
make_bbox, id=3000, class=sofa, position_x=9.380607604980469, position_y=-8.438860893249512, position_z=-1.1314079761505127, angle_z=-2.31693, scale_x=1.9375, scale_y=0.96875, scale_z=0.75
make_bbox, id=3001, class=chair, position_x=9.030607223510742, position_y=-8.438860893249512, position_z=-0.9314079880714417, angle_z=-0.74613, scale_x=0.53125, scale_y=0.625, scale_z=1.09375
make_bbox, id=3002, class=bed, position_x=6.280607223510742, position_y=-7.338860988616943, position_z=-1.4314079284667969, angle_z=-2.31693, scale_x=1.34375, scale_y=1.8125, scale_z=0.21875
make_bbox, id=3003, class=lamp, position_x=7.3306074142456055, position_y=-6.78886079788208, position_z=-1.3314080238342285, angle_z=-2.31693, scale_x=0.25, scale_y=0.53125, scale_z=0.3125
make_bbox, id=3004, class=chair, position_x=9.180606842041016, position_y=-6.488861083984375, position_z=-1.2314079999923706, angle_z=-0.74613, scale_x=0.78125, scale_y=0.625, scale_z=0.5
make_bbox, id=3005, class=picture_frame, position_x=5.880607604980469, position_y=-6.138860702514648, position_z=1.3185919523239136, angle_z=-0.74613, scale_x=0.75, scale_y=0.03125, scale_z=0.75
make_bbox, id=3006, class=pillow, position_x=9.480607986450195, position_y=-6.088860988616943, position_z=-1.4314079284667969, angle_z=-2.31693, scale_x=0.46875, scale_y=0.5, scale_z=0.125
