make_wall, id=0, a_x=9.180606842041016, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=7.180607795715332, b_y=-7.03886079788208, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=1, a_x=9.180606842041016, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=16.13060760498047, b_y=-3.0888609886169434, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=2, a_x=7.180607795715332, a_y=-7.03886079788208, a_z=-1.5314079523086548, b_x=7.930606842041016, b_y=-6.28886079788208, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=3, a_x=7.930606842041016, a_y=-6.28886079788208, a_z=-1.5314079523086548, b_x=-2.269392490386963, b_y=2.1111392974853516, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=4, a_x=6.480607986450195, a_y=-6.338860988616943, a_z=-1.5314079523086548, b_x=2.6306076049804688, b_y=-3.0888609886169434, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=5, a_x=6.480607986450195, a_y=-6.338860988616943, a_z=-1.5314079523086548, b_x=6.030607223510742, b_y=-5.488861083984375, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=6, a_x=6.030607223510742, a_y=-5.488861083984375, a_z=-1.5314079523086548, b_x=-2.819392204284668, b_y=2.1111392974853516, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=7, a_x=16.13060760498047, a_y=-3.0888609886169434, a_z=-1.5314079523086548, b_x=0.08060741424560547, b_y=11.511139869689941, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=8, a_x=2.6306076049804688, a_y=-3.0888609886169434, a_z=-1.5314079523086548, b_x=5.5806074142456055, b_y=-0.488861083984375, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=9, a_x=5.5806074142456055, a_y=-0.488861083984375, a_z=-1.5314079523086548, b_x=-2.1193923950195312, b_y=5.411139488220215, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=10, a_x=-4.569392204284668, a_y=0.761138916015625, a_z=-1.5314079523086548, b_x=-2.819392204284668, b_y=2.1111392974853516, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=11, a_x=-4.569392204284668, a_y=0.761138916015625, a_z=-1.5314079523086548, b_x=-8.369392395019531, b_y=4.011138916015625, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=12, a_x=-8.369392395019531, a_y=4.011138916015625, a_z=-1.5314079523086548, b_x=-3.1193923950195312, b_y=8.711138725280762, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=13, a_x=-2.1193923950195312, a_y=5.411139488220215, a_z=-1.5314079523086548, b_x=0.38060760498046875, b_y=7.861138343811035, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=14, a_x=0.38060760498046875, a_y=7.861138343811035, a_z=-1.5314079523086548, b_x=-3.1193923950195312, b_y=8.711138725280762, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_door, id=1000, wall0_id=8, wall1_id=8, position_x=4.380607604980469, position_y=-2.238861083984375, position_z=-0.5314079523086548, width=1.08, height=1.92
