make_wall, id=0, a_x=9.630607604980469, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=6.030607223510742, b_y=-6.28886079788208, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=1, a_x=9.630607604980469, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=13.980607986450195, b_y=-5.888860702514648, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=2, a_x=6.030607223510742, a_y=-6.28886079788208, a_z=-1.5314079523086548, b_x=6.0806074142456055, b_y=-6.188860893249512, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=3, a_x=6.0806074142456055, a_y=-6.188860893249512, a_z=-1.5314079523086548, b_x=-3.2193922996520996, b_y=2.2111387252807617, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=4, a_x=13.980607986450195, a_y=-5.888860702514648, a_z=-1.5314079523086548, b_x=-2.3693923950195312, b_y=8.461138725280762, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=5, a_x=2.4806079864501953, a_y=-1.6388607025146484, a_z=-1.5314079523086548, b_x=-0.819392204284668, b_y=0.5611391067504883, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=6, a_x=2.4806079864501953, a_y=-1.6388607025146484, a_z=-1.5314079523086548, b_x=6.280607223510742, b_y=1.3611392974853516, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=7, a_x=-0.819392204284668, a_y=0.5611391067504883, a_z=-1.5314079523086548, b_x=-0.019392013549804688, b_y=1.4111394882202148, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=8, a_x=3.9806079864501953, a_y=0.8111391067504883, a_z=-1.5314079523086548, b_x=-0.019392013549804688, b_y=5.411139488220215, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=9, a_x=3.9806079864501953, a_y=0.8111391067504883, a_z=-1.5314079523086548, b_x=8.580608367919922, b_y=5.061139106750488, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=10, a_x=-0.019392013549804688, a_y=1.4111394882202148, a_z=-1.5314079523086548, b_x=-3.2193922996520996, b_y=2.2111387252807617, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=11, a_x=8.580608367919922, a_y=5.061139106750488, a_z=-1.5314079523086548, b_x=2.7306079864501953, b_y=9.961138725280762, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=12, a_x=-2.3693923950195312, a_y=8.461138725280762, a_z=-1.5314079523086548, b_x=2.7306079864501953, b_y=9.961138725280762, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=13, a_x=2.7306079864501953, a_y=9.961138725280762, a_z=-1.5314079523086548, b_x=2.7306079864501953, b_y=9.961138725280762, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_door, id=1000, wall0_id=11, wall1_id=11, position_x=5.780607223510742, position_y=5.861139297485352, position_z=-0.5314079523086548, width=1.0, height=1.92
make_door, id=1001, wall0_id=7, wall1_id=7, position_x=-0.5193924903869629, position_y=0.9611387252807617, position_z=-0.5314079523086548, width=1.0, height=1.92
make_door, id=1002, wall0_id=11, wall1_id=11, position_x=6.8306074142456055, position_y=5.711138725280762, position_z=-0.5314079523086548, width=1.04, height=1.92
make_window, id=2000, wall0_id=11, wall1_id=11, position_x=3.780607223510742, position_y=10.211138725280762, position_z=0.018592000007629395, width=1.0, height=2.08
make_window, id=2001, wall0_id=3, wall1_id=3, position_x=3.7306079864501953, position_y=-4.138860702514648, position_z=0.16859197616577148, width=1.04, height=1.2400000000000002
make_window, id=2002, wall0_id=11, wall1_id=11, position_x=3.7306079864501953, position_y=9.161139488220215, position_z=0.21859204769134521, width=1.0, height=1.4400000000000002
make_window, id=2003, wall0_id=5, wall1_id=5, position_x=1.2806072235107422, position_y=-0.5388612747192383, position_z=0.2685920000076294, width=1.1199999999999999, height=1.2400000000000002
make_window, id=2004, wall0_id=3, wall1_id=3, position_x=1.2806072235107422, position_y=-1.8888607025146484, position_z=0.8185919523239136, width=1.04, height=1.72
make_window, id=2005, wall0_id=3, wall1_id=3, position_x=0.43060779571533203, position_y=-1.0388612747192383, position_z=0.8685919046401978, width=4.84, height=2.16
make_window, id=2006, wall0_id=5, wall1_id=5, position_x=-0.11939239501953125, position_y=-0.08886051177978516, position_z=0.8685919046401978, width=1.04, height=1.92
make_window, id=2007, wall0_id=3, wall1_id=3, position_x=4.5806074142456055, position_y=-4.188860893249512, position_z=0.9685920476913452, width=4.44, height=2.04
make_window, id=2008, wall0_id=3, wall1_id=3, position_x=2.2306079864501953, position_y=-7.238861083984375, position_z=1.0185920000076294, width=1.08, height=1.2800000000000002
make_window, id=2009, wall0_id=3, wall1_id=3, position_x=-1.069392204284668, position_y=0.11113929748535156, position_z=1.0685919523239136, width=1.0, height=2.12
make_bbox, id=3000, class=chair, position_x=9.830608367919922, position_y=-8.538861274719238, position_z=-0.9314079880714417, angle_z=-0.74613, scale_x=0.75, scale_y=1.0, scale_z=1.09375
make_bbox, id=3001, class=chair, position_x=10.630607604980469, position_y=-8.438860893249512, position_z=-0.9814079999923706, angle_z=-0.74613, scale_x=0.46875, scale_y=0.5625, scale_z=1.03125
make_bbox, id=3002, class=chair, position_x=10.580608367919922, position_y=-7.638860702514648, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3003, class=bed, position_x=7.880607604980469, position_y=-7.53886079788208, position_z=-1.3814079761505127, angle_z=-0.74613, scale_x=1.5, scale_y=2.0, scale_z=0.25
make_bbox, id=3004, class=chair, position_x=11.280607223510742, position_y=-7.338860988616943, position_z=-1.2814080715179443, angle_z=-2.31693, scale_x=0.84375, scale_y=0.84375, scale_z=0.46875
make_bbox, id=3005, class=chair, position_x=11.530607223510742, position_y=-6.638860702514648, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3006, class=pillow, position_x=10.680606842041016, position_y=-6.488861083984375, position_z=-1.4314079284667969, angle_z=-0.74613, scale_x=1.1875, scale_y=0.5, scale_z=0.1875
make_bbox, id=3007, class=pillow, position_x=10.630607604980469, position_y=-5.938860893249512, position_z=-1.4314079284667969, angle_z=-2.31693, scale_x=0.46875, scale_y=0.5, scale_z=0.125
make_bbox, id=3008, class=picture_frame, position_x=6.3306074142456055, position_y=-5.888860702514648, position_z=1.7685920000076294, angle_z=-0.74613, scale_x=0.3125, scale_y=0.03125, scale_z=0.3125
make_bbox, id=3009, class=chair, position_x=8.830608367919922, position_y=-5.78886079788208, position_z=-1.2814080715179443, angle_z=-2.31693, scale_x=0.75, scale_y=0.5625, scale_z=0.4375
make_bbox, id=3010, class=chair, position_x=9.530607223510742, position_y=-5.28886079788208, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3011, class=chair, position_x=9.580608367919922, position_y=-4.938860893249512, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
make_bbox, id=3012, class=bed, position_x=6.280607223510742, position_y=-4.138860702514648, position_z=-1.3814079761505127, angle_z=-0.74613, scale_x=1.5, scale_y=2.0, scale_z=0.25
make_bbox, id=3013, class=bed, position_x=4.880607604980469, position_y=-4.03886079788208, position_z=-1.3814079761505127, angle_z=-0.74613, scale_x=1.5, scale_y=2.0, scale_z=0.25
make_bbox, id=3014, class=lamp, position_x=4.630607604980469, position_y=-3.3388609886169434, position_z=-1.3814079761505127, angle_z=-0.74613, scale_x=0.625, scale_y=0.1875, scale_z=0.21875
make_bbox, id=3015, class=mirror, position_x=2.3306074142456055, position_y=-2.8388609886169434, position_z=-0.8314080238342285, angle_z=-0.74613, scale_x=0.6875, scale_y=0.09375, scale_z=0.78125
make_bbox, id=3016, class=sofa, position_x=3.0806074142456055, position_y=-2.488861083984375, position_z=-1.1814079284667969, angle_z=-0.74613, scale_x=0.8125, scale_y=0.78125, scale_z=0.59375
