make_wall, id=0, a_x=7.0806074142456055, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=3.8806076049804688, b_y=-6.638860702514648, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=1, a_x=7.0806074142456055, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=13.780607223510742, b_y=-2.8388609886169434, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=2, a_x=3.8806076049804688, a_y=-6.638860702514648, a_z=-1.5314079523086548, b_x=8.880607604980469, b_y=-1.6888608932495117, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=3, a_x=3.3306074142456055, a_y=-6.138860702514648, a_z=-1.5314079523086548, b_x=0.680607795715332, b_y=-4.088860988616943, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=4, a_x=3.3306074142456055, a_y=-6.138860702514648, a_z=-1.5314079523086548, b_x=4.230607986450195, b_y=-5.088860988616943, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=5, a_x=4.230607986450195, a_y=-5.088860988616943, a_z=-1.5314079523086548, b_x=-5.9193925857543945, b_y=2.5611391067504883, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=6, a_x=0.680607795715332, a_y=-4.088860988616943, a_z=-1.5314079523086548, b_x=2.180607795715332, b_y=-2.78886079788208, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=7, a_x=13.780607223510742, a_y=-2.8388609886169434, a_z=-1.5314079523086548, b_x=-1.019392490386963, b_y=10.161139488220215, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=8, a_x=8.880607604980469, a_y=-1.6888608932495117, a_z=-1.5314079523086548, b_x=0.43060779571533203, b_y=5.311139106750488, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=9, a_x=-5.119392395019531, a_y=2.0611391067504883, a_z=-1.5314079523086548, b_x=-2.069392204284668, b_y=4.561139106750488, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
make_wall, id=10, a_x=-5.119392395019531, a_y=2.0611391067504883, a_z=-1.5314079523086548, b_x=-8.369392395019531, b_y=4.861139297485352, b_z=-1.5314079523086548, height=3.9200000000000004, thickness=0.0
