make_wall, id=0, a_x=9.580608367919922, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=6.130607604980469, b_y=-6.28886079788208, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=1, a_x=9.580608367919922, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=14.130607604980469, b_y=-5.838860988616943, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=2, a_x=6.130607604980469, a_y=-6.28886079788208, a_z=-1.5314079523086548, b_x=6.0806074142456055, b_y=-6.188860893249512, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=3, a_x=6.130607604980469, a_y=-6.238861083984375, a_z=-1.5314079523086548, b_x=-3.1693925857543945, b_y=2.161139488220215, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=4, a_x=14.130607604980469, a_y=-5.838860988616943, a_z=-1.5314079523086548, b_x=-1.6193923950195312, b_y=8.411139488220215, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=5, a_x=-5.9693922996521, a_y=-4.638860702514648, a_z=-1.5314079523086548, b_x=-8.369392395019531, b_y=-2.488861083984375, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=6, a_x=-5.9693922996521, a_y=-4.638860702514648, a_z=-1.5314079523086548, b_x=-2.3693923950195312, b_y=-1.488861083984375, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=7, a_x=-8.369392395019531, a_y=-2.488861083984375, a_z=-1.5314079523086548, b_x=-3.9193925857543945, b_y=1.261138916015625, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=8, a_x=-2.3693923950195312, a_y=-1.488861083984375, a_z=-1.5314079523086548, b_x=-3.9193925857543945, b_y=1.261138916015625, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=9, a_x=-8.369392395019531, a_y=-2.488861083984375, a_z=-1.5314079523086548, b_x=-3.9193925857543945, b_y=1.261138916015625, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=10, a_x=-0.6693925857543945, a_y=0.4611387252807617, a_z=-1.5314079523086548, b_x=-3.1693925857543945, b_y=2.161139488220215, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=11, a_x=-0.6693925857543945, a_y=0.4611387252807617, a_z=-1.5314079523086548, b_x=5.5806074142456055, b_y=5.311139106750488, b_z=-1.5314079523086548, height=3.88, thickness=0.0
