make_wall, id=0, a_x=4.456561088562012, a_y=-7.460808753967285, a_z=-1.5028531551361084, b_x=12.606561660766602, b_y=-3.360808849334717, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=1, a_x=4.456561088562012, a_y=-7.460808753967285, a_z=-1.5028531551361084, b_x=2.256561279296875, b_y=-4.060809135437012, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=2, a_x=-2.493438720703125, a_y=-6.510808944702148, a_z=-1.5028531551361084, b_x=4.106561660766602, b_y=-2.360808849334717, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=3, a_x=-2.493438720703125, a_y=-6.510808944702148, a_z=-1.5028531551361084, b_x=-7.043438911437988, b_y=0.639190673828125, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=4, a_x=2.256561279296875, a_y=-4.060809135437012, a_z=-1.5028531551361084, b_x=5.256561279296875, b_y=-2.41080904006958, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=5, a_x=8.456562042236328, a_y=-3.210808753967285, a_z=-1.5028531551361084, b_x=6.006561279296875, b_y=-2.7608089447021484, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=6, a_x=8.456562042236328, a_y=-3.210808753967285, a_z=-1.5028531551361084, b_x=10.056560516357422, b_y=-1.0108089447021484, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=7, a_x=2.3565616607666016, a_y=-2.41080904006958, a_z=-1.5028531551361084, b_x=-0.8934383392333984, b_y=1.5391912460327148, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=8, a_x=10.556560516357422, a_y=-1.7608089447021484, a_z=-1.5028531551361084, b_x=10.206562042236328, b_y=-1.0108089447021484, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=9, a_x=2.4565610885620117, a_y=-1.5108089447021484, a_z=-1.5028531551361084, b_x=1.6065616607666016, b_y=-1.3108091354370117, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=10, a_x=2.4565610885620117, a_y=-1.5108089447021484, a_z=-1.5028531551361084, b_x=8.706562042236328, b_y=1.7891912460327148, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=11, a_x=2.6565608978271484, a_y=-1.3108091354370117, a_z=-1.5028531551361084, b_x=7.306560516357422, b_y=2.1891908645629883, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=12, a_x=2.506561279296875, a_y=-1.2608089447021484, a_z=-1.5028531551361084, b_x=-0.34343910217285156, b_y=2.339191436767578, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=13, a_x=11.206562042236328, a_y=-1.110809326171875, a_z=-1.5028531551361084, b_x=8.106561660766602, b_y=3.4891910552978516, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=14, a_x=11.206562042236328, a_y=-1.110809326171875, a_z=-1.5028531551361084, b_x=15.206562042236328, b_y=0.9391908645629883, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=15, a_x=-7.043438911437988, a_y=0.639190673828125, a_z=-1.5028531551361084, b_x=-3.4434385299682617, b_y=3.639190673828125, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=16, a_x=15.206562042236328, a_y=0.9391908645629883, a_z=-1.5028531551361084, b_x=12.706562042236328, b_y=5.039191246032715, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=17, a_x=7.856561660766602, a_y=1.7891912460327148, a_z=-1.5028531551361084, b_x=4.406560897827148, b_y=7.739191055297852, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=18, a_x=-3.4434385299682617, a_y=3.639190673828125, a_z=-1.5028531551361084, b_x=-4.443438529968262, b_y=5.839191436767578, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=19, a_x=4.456561088562012, a_y=4.439190864562988, a_z=-1.5028531551361084, b_x=5.156560897827148, b_y=7.739191055297852, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=20, a_x=-3.3434386253356934, a_y=5.839191436767578, a_z=-1.5028531551361084, b_x=4.856561660766602, b_y=10.889190673828125, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=21, a_x=10.456562042236328, a_y=6.739191055297852, a_z=-1.5028531551361084, b_x=14.456562042236328, b_y=9.789190292358398, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=22, a_x=10.456562042236328, a_y=6.739191055297852, a_z=-1.5028531551361084, b_x=10.456562042236328, b_y=7.539190292358398, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=23, a_x=10.456562042236328, a_y=6.739191055297852, a_z=-1.5028531551361084, b_x=10.456562042236328, b_y=6.739191055297852, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=24, a_x=10.456562042236328, a_y=6.739191055297852, a_z=-1.5028531551361084, b_x=10.456562042236328, b_y=6.739191055297852, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=25, a_x=10.456562042236328, a_y=6.739191055297852, a_z=-1.5028531551361084, b_x=11.256561279296875, b_y=9.789190292358398, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=26, a_x=10.456562042236328, a_y=9.789190292358398, a_z=-1.5028531551361084, b_x=4.856561660766602, b_y=15.489191055297852, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=27, a_x=10.456562042236328, a_y=9.789190292358398, a_z=-1.5028531551361084, b_x=10.456562042236328, b_y=9.789190292358398, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=28, a_x=4.856561660766602, a_y=10.889190673828125, a_z=-1.5028531551361084, b_x=14.206562042236328, b_y=13.389190673828125, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_wall, id=29, a_x=10.506561279296875, a_y=13.139190673828125, a_z=-1.5028531551361084, b_x=13.906560897827148, b_y=14.939191818237305, b_z=-1.5028531551361084, height=3.7200000000000006, thickness=0.0
make_door, id=1000, wall0_id=28, wall1_id=28, position_x=11.656560897827148, position_y=11.389190673828125, position_z=-0.5528531074523926, width=1.8399999999999999, height=2.04
make_door, id=1001, wall0_id=3, wall1_id=3, position_x=-2.6434388160705566, position_y=-4.510808944702148, position_z=-0.5528531074523926, width=1.4000000000000001, height=2.04
make_door, id=1002, wall0_id=19, wall1_id=19, position_x=6.856561660766602, position_y=8.389190673828125, position_z=-0.5028531551361084, width=1.56, height=2.04
make_window, id=2000, wall0_id=0, wall1_id=0, position_x=5.906560897827148, position_y=-5.41080904006958, position_z=0.14714694023132324, width=1.36, height=1.4400000000000002
make_window, id=2001, wall0_id=0, wall1_id=0, position_x=13.056560516357422, position_y=-3.610808849334717, position_z=0.14714694023132324, width=2.04, height=2.8800000000000003
make_window, id=2002, wall0_id=15, wall1_id=15, position_x=-5.143438816070557, position_y=1.889190673828125, position_z=0.34714698791503906, width=4.720000000000001, height=2.2399999999999998
make_window, id=2003, wall0_id=2, wall1_id=2, position_x=-2.5434389114379883, position_y=-6.66080904006958, position_z=0.4471468925476074, width=1.4400000000000002, height=1.9600000000000002
make_window, id=2004, wall0_id=17, wall1_id=17, position_x=7.106561660766602, position_y=4.539191246032715, position_z=0.9471468925476074, width=1.6, height=2.32
make_bbox, id=3000, class=flower_pot, position_x=5.356561660766602, position_y=-6.060809135437012, position_z=-1.4028531312942505, angle_z=-2.415105, scale_x=0.28125, scale_y=0.28125, scale_z=0.25
make_bbox, id=3001, class=mount, position_x=4.606561660766602, position_y=-5.310809135437012, position_z=-1.4528530836105347, angle_z=-2.415105, scale_x=0.40625, scale_y=0.40625, scale_z=0.15625
make_bbox, id=3002, class=flower_pot, position_x=0.256561279296875, position_y=-4.460808753967285, position_z=-1.4528530836105347, angle_z=-3.004155, scale_x=0.15625, scale_y=0.15625, scale_z=0.15625
make_bbox, id=3003, class=chair, position_x=3.4065608978271484, position_y=-4.41080904006958, position_z=-1.2028530836105347, angle_z=-2.415105, scale_x=0.5625, scale_y=0.59375, scale_z=0.84375
make_bbox, id=3004, class=lamp, position_x=1.9565610885620117, position_y=-4.060809135437012, position_z=-0.8028531074523926, angle_z=-2.415105, scale_x=0.3125, scale_y=0.3125, scale_z=1.46875
make_bbox, id=3005, class=sofa, position_x=14.106561660766602, position_y=-3.360808849334717, position_z=-1.1028530597686768, angle_z=-2.415105, scale_x=2.15625, scale_y=0.96875, scale_z=0.875
make_bbox, id=3006, class=floor_mat, position_x=2.3565616607666016, position_y=-3.2608089447021484, position_z=-1.5028531551361084, angle_z=-1.3155450000000002, scale_x=2.3125, scale_y=1.59375, scale_z=0.03125
make_bbox, id=3007, class=sofa, position_x=1.006561279296875, position_y=-2.7608089447021484, position_z=-1.1028530597686768, angle_z=-0.8443050000000003, scale_x=2.1875, scale_y=1.03125, scale_z=0.875
make_bbox, id=3008, class=lamp, position_x=3.6565608978271484, position_y=-2.360808849334717, position_z=-1.3028531074523926, angle_z=-2.415105, scale_x=0.125, scale_y=0.21875, scale_z=0.375
make_bbox, id=3009, class=shelf, position_x=12.506561279296875, position_y=-2.3108091354370117, position_z=-0.8028531074523926, angle_z=-0.8443050000000003, scale_x=0.46875, scale_y=0.90625, scale_z=1.90625
make_bbox, id=3010, class=sofa, position_x=-4.993438720703125, position_y=-1.7108087539672852, position_z=-1.0528531074523926, angle_z=-0.8443050000000003, scale_x=1.59375, scale_y=0.90625, scale_z=0.9375
make_bbox, id=3011, class=floor_mat, position_x=1.6565608978271484, position_y=-1.610809326171875, position_z=-1.5028531551361084, angle_z=-0.8443050000000003, scale_x=1.84375, scale_y=1.25, scale_z=0.03125
make_bbox, id=3012, class=floor_mat, position_x=6.756561279296875, position_y=-1.5108089447021484, position_z=-1.5028531551361084, angle_z=-2.415105, scale_x=2.6875, scale_y=1.8125, scale_z=0.03125
make_bbox, id=3013, class=chair, position_x=0.506561279296875, position_y=-1.5108089447021484, position_z=-1.1028530597686768, angle_z=-2.415105, scale_x=1.03125, scale_y=0.875, scale_z=0.875
make_bbox, id=3014, class=picture_frame, position_x=8.356561660766602, position_y=-2.0608091354370117, position_z=0.04714679718017578, angle_z=-0.8443050000000003, scale_x=0.53125, scale_y=0.03125, scale_z=0.375
make_bbox, id=3015, class=picture_frame, position_x=8.906560897827148, position_y=-1.6608085632324219, position_z=-0.5528531074523926, angle_z=-0.8443050000000003, scale_x=0.625, scale_y=0.03125, scale_z=0.75
make_bbox, id=3016, class=floor_mat, position_x=1.0565614700317383, position_y=-1.7608089447021484, position_z=-1.5028531551361084, angle_z=-0.8443050000000003, scale_x=0.75, scale_y=0.5, scale_z=0.03125
make_bbox, id=3017, class=sofa, position_x=-3.0434389114379883, position_y=-1.2608089447021484, position_z=-1.0028531551361084, angle_z=-0.8050350000000002, scale_x=2.21875, scale_y=1.03125, scale_z=1.21875
make_bbox, id=3018, class=floor_mat, position_x=5.606561660766602, position_y=-0.9108085632324219, position_z=-1.5028531551361084, angle_z=-0.8443050000000003, scale_x=2.28125, scale_y=1.5625, scale_z=0.03125
