make_wall, id=0, a_x=8.780607223510742, a_y=-8.388860702514648, a_z=-1.4814079999923706, b_x=12.630607604980469, b_y=-5.188860893249512, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=1, a_x=8.780607223510742, a_y=-8.388860702514648, a_z=-1.4814079999923706, b_x=-6.119392395019531, b_y=2.6111392974853516, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=2, a_x=3.1306076049804688, a_y=-6.588860988616943, a_z=-1.4814079999923706, b_x=3.7306079864501953, b_y=-5.638860702514648, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=3, a_x=3.1306076049804688, a_y=-6.588860988616943, a_z=-1.4814079999923706, b_x=-6.069392204284668, b_y=1.9611387252807617, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=4, a_x=2.930607795715332, a_y=-6.438860893249512, a_z=-1.4814079999923706, b_x=-1.9693922996520996, b_y=-1.0888605117797852, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=5, a_x=12.630607604980469, a_y=-5.188860893249512, a_z=-1.4814079999923706, b_x=1.1306076049804688, b_y=6.211138725280762, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=6, a_x=-1.9693922996520996, a_y=-1.0888605117797852, a_z=-1.4814079999923706, b_x=1.430607795715332, b_y=1.8111391067504883, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=7, a_x=1.430607795715332, a_y=1.8111391067504883, a_z=-1.4814079999923706, b_x=-3.019392490386963, b_y=5.311139106750488, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=8, a_x=-6.2193922996521, a_y=1.9111394882202148, a_z=-1.4814079999923706, b_x=-3.019392490386963, b_y=5.311139106750488, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=9, a_x=-6.319392204284668, a_y=1.9611387252807617, a_z=-1.4814079999923706, b_x=-8.369392395019531, b_y=4.261138916015625, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=10, a_x=-8.369392395019531, a_y=4.261138916015625, a_z=-1.4814079999923706, b_x=-1.6693925857543945, b_y=10.561139106750488, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=11, a_x=-8.369392395019531, a_y=4.261138916015625, a_z=-1.4814079999923706, b_x=-3.7193922996520996, b_y=8.461138725280762, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=12, a_x=-3.8693923950195312, a_y=8.461138725280762, a_z=-1.4814079999923706, b_x=-7.119392395019531, b_y=11.061139106750488, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=13, a_x=-7.119392395019531, a_y=11.061139106750488, a_z=-1.4814079999923706, b_x=-4.319392204284668, b_y=14.211138725280762, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=14, a_x=-4.319392204284668, a_y=14.211138725280762, a_z=-1.4814079999923706, b_x=-7.869392395019531, b_y=18.561138153076172, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_wall, id=15, a_x=-7.869392395019531, a_y=18.561138153076172, a_z=-1.4814079999923706, b_x=-4.1693925857543945, b_y=19.811138153076172, b_z=-1.4814079999923706, height=3.7600000000000002, thickness=0.0
make_door, id=1000, wall0_id=6, wall1_id=6, position_x=1.2306079864501953, position_y=1.6111392974853516, position_z=-0.5314079523086548, width=1.72, height=1.9600000000000002
make_door, id=1001, wall0_id=7, wall1_id=7, position_x=-1.9193925857543945, position_y=5.011138916015625, position_z=-0.5314079523086548, width=1.0, height=1.9600000000000002
make_door, id=1002, wall0_id=3, wall1_id=3, position_x=-1.2193922996520996, position_y=-2.488861083984375, position_z=-0.4814079999923706, width=1.72, height=2.04
make_door, id=1003, wall0_id=3, wall1_id=3, position_x=-5.2193922996521, position_y=1.0611391067504883, position_z=-0.4314080476760864, width=1.2000000000000002, height=2.08
make_window, id=2000, wall0_id=5, wall1_id=5, position_x=0.5806074142456055, position_y=7.911139488220215, position_z=0.018592000007629395, width=1.8399999999999999, height=2.52
make_window, id=2001, wall0_id=1, wall1_id=1, position_x=-2.519392490386963, position_y=-0.4388608932495117, position_z=0.3185919523239136, width=1.4000000000000001, height=2.32
make_window, id=2002, wall0_id=3, wall1_id=3, position_x=-0.019392013549804688, position_y=-4.138860702514648, position_z=0.41859209537506104, width=1.4400000000000002, height=2.52
make_window, id=2003, wall0_id=1, wall1_id=1, position_x=-2.819392204284668, position_y=1.011138916015625, position_z=0.41859209537506104, width=1.6, height=1.92
make_window, id=2004, wall0_id=1, wall1_id=1, position_x=-0.31939220428466797, position_y=-1.6888608932495117, position_z=0.8185919523239136, width=2.68, height=1.72
make_window, id=2005, wall0_id=10, wall1_id=10, position_x=-1.8693923950195312, position_y=9.411139488220215, position_z=0.8685919046401978, width=1.8399999999999999, height=1.6
make_window, id=2006, wall0_id=11, wall1_id=11, position_x=-2.819392204284668, position_y=7.711138725280762, position_z=0.8685919046401978, width=1.0, height=2.2800000000000002
make_bbox, id=3000, class=picture_frame, position_x=7.5806074142456055, position_y=-7.53886079788208, position_z=1.668592095375061, angle_z=-2.31693, scale_x=0.8125, scale_y=0.03125, scale_z=0.8125
make_bbox, id=3001, class=bed, position_x=5.5806074142456055, position_y=-7.28886079788208, position_z=-1.3814079761505127, angle_z=-2.31693, scale_x=1.5, scale_y=2.0, scale_z=0.25
