make_wall, id=0, a_x=8.480607986450195, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=4.5806074142456055, b_y=-6.338860988616943, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=1, a_x=8.480607986450195, a_y=-9.688860893249512, a_z=-1.5314079523086548, b_x=15.780607223510742, b_y=-3.3888607025146484, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=2, a_x=4.5806074142456055, a_y=-6.338860988616943, a_z=-1.5314079523086548, b_x=6.030607223510742, b_y=-5.53886079788208, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=3, a_x=6.030607223510742, a_y=-5.53886079788208, a_z=-1.5314079523086548, b_x=-3.3693923950195312, b_y=2.1111392974853516, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=4, a_x=15.780607223510742, a_y=-3.3888607025146484, a_z=-1.5314079523086548, b_x=1.1306076049804688, b_y=9.361138343811035, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=5, a_x=-1.6193923950195312, a_y=-1.0888605117797852, a_z=-1.5314079523086548, b_x=-3.3693923950195312, b_y=1.4611387252807617, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=6, a_x=-1.6193923950195312, a_y=-1.0888605117797852, a_z=-1.5314079523086548, b_x=0.5806074142456055, b_y=0.9611387252807617, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=7, a_x=0.5806074142456055, a_y=0.9611387252807617, a_z=-1.5314079523086548, b_x=-3.3693923950195312, b_y=2.2111387252807617, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=8, a_x=-3.3693923950195312, a_y=2.2111387252807617, a_z=-1.5314079523086548, b_x=-3.3693923950195312, b_y=2.2111387252807617, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=9, a_x=-6.4193925857543945, a_y=2.2111387252807617, a_z=-1.5314079523086548, b_x=-8.369392395019531, b_y=4.011138916015625, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=10, a_x=-6.4193925857543945, a_y=2.2111387252807617, a_z=-1.5314079523086548, b_x=-3.3693923950195312, b_y=2.2111387252807617, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_wall, id=11, a_x=-8.369392395019531, a_y=4.011138916015625, a_z=-1.5314079523086548, b_x=1.1306076049804688, b_y=9.361138343811035, b_z=-1.5314079523086548, height=3.88, thickness=0.0
make_door, id=1000, wall0_id=7, wall1_id=7, position_x=0.2306079864501953, position_y=1.0611391067504883, position_z=-0.5314079523086548, width=1.0, height=1.92
make_door, id=1001, wall0_id=3, wall1_id=3, position_x=-2.069392204284668, position_y=0.9611387252807617, position_z=-0.4814079999923706, width=1.0, height=2.04
make_window, id=2000, wall0_id=3, wall1_id=3, position_x=3.780607223510742, position_y=-4.188860893249512, position_z=0.16859197616577148, width=4.28, height=2.08
make_window, id=2001, wall0_id=3, wall1_id=3, position_x=-0.41939258575439453, position_y=-0.6888608932495117, position_z=0.8185919523239136, width=1.16, height=1.9600000000000002
make_window, id=2002, wall0_id=3, wall1_id=3, position_x=0.2306079864501953, position_y=-1.0888605117797852, position_z=0.8685919046401978, width=4.24, height=1.92
make_window, id=2003, wall0_id=3, wall1_id=3, position_x=-1.9193925857543945, position_y=0.7111387252807617, position_z=0.918592095375061, width=1.04, height=1.8
make_bbox, id=3000, class=chair, position_x=9.730607986450195, position_y=-8.538861274719238, position_z=-0.9314079880714417, angle_z=-0.74613, scale_x=0.46875, scale_y=0.5625, scale_z=1.125
make_bbox, id=3001, class=chair, position_x=9.730607986450195, position_y=-8.338860511779785, position_z=-1.0314080715179443, angle_z=-2.31693, scale_x=0.5, scale_y=0.59375, scale_z=0.90625
