make_wall, id=0, a_x=1.506561279296875, a_y=-10.010808944702148, a_z=-1.5028531551361084, b_x=6.556561470031738, b_y=-6.91080904006958, b_z=-1.5028531551361084, height=3.84, thickness=0.0
make_wall, id=1, a_x=1.506561279296875, a_y=-10.010808944702148, a_z=-1.5028531551361084, b_x=-2.743438720703125, b_y=-3.960808753967285, b_z=-1.5028531551361084, height=3.84, thickness=0.0
make_wall, id=2, a_x=6.556561470031738, a_y=-6.91080904006958, a_z=-1.5028531551361084, b_x=5.206561088562012, b_y=-4.610808849334717, b_z=-1.5028531551361084, height=3.84, thickness=0.0
make_wall, id=3, a_x=11.606561660766602, a_y=-6.41080904006958, a_z=-1.5028531551361084, b_x=15.256561279296875, b_y=-4.210808753967285, b_z=-1.5028531551361084, height=3.84, thickness=0.0
make_wall, id=4, a_x=11.606561660766602, a_y=-6.41080904006958, a_z=-1.5028531551361084, b_x=8.806560516357422, b_y=-0.6608085632324219, b_z=-1.5028531551361084, height=3.84, thickness=0.0
make_wall, id=5, a_x=6.056561470031738, a_y=-5.060809135437012, a_z=-1.5028531551361084, b_x=5.156560897827148, b_y=-3.66080904006958, b_z=-1.5028531551361084, height=3.84, thickness=0.0
make_wall, id=6, a_x=6.056561470031738, a_y=-5.060809135437012, a_z=-1.5028531551361084, b_x=7.506561279296875, b_y=-2.8108091354370117, b_z=-1.5028531551361084, height=3.84, thickness=0.0
make_wall, id=7, a_x=15.256561279296875, a_y=-4.210808753967285, a_z=-1.5028531551361084, b_x=11.006561279296875, b_y=2.139190673828125, b_z=-1.5028531551361084, height=3.84, thickness=0.0
make_wall, id=8, a_x=-2.743438720703125, a_y=-3.960808753967285, a_z=-1.5028531551361084, b_x=-0.09343910217285156, b_y=-1.7108087539672852, b_z=-1.5028531551361084, height=3.84, thickness=0.0
make_wall, id=9, a_x=5.306561470031738, a_y=-3.16080904006958, a_z=-1.5028531551361084, b_x=5.156560897827148, b_y=-3.66080904006958, b_z=-1.5028531551361084, height=3.84, thickness=0.0
make_wall, id=10, a_x=5.306561470031738, a_y=-3.16080904006958, a_z=-1.5028531551361084, b_x=1.4065608978271484, b_y=3.7391910552978516, b_z=-1.5028531551361084, height=3.84, thickness=0.0
